"id","frame","x [nm]","y [nm]","sigma [nm]","intensity [photon]","offset [photon]","bkgstd [photon]","uncertainty_xy [nm]"
18041,164,6560.35682714,24052.08201442,99.3766731,106011.70195456,23795.23992989,2232.96129253,9.28326928
18042,164,8433.27177218,1999.9454963,113.62447015,75236.44703207,21601.72937028,1922.80383158,14.30088373
18043,164,10038.90649487,6647.14693495,137.6223415,139195.40657712,23786.36233383,2359.05243414,13.48740015
18044,164,10373.30361374,28349.99372848,157.42277055,75680.22561332,21863.80678077,2500.46937979,33.84442457
18045,164,10851.34022979,17309.50889328,161.16688137,91206.1319223,22424.05086713,2149.80609907,25.24989677
18046,164,11439.23528797,8839.38211823,199.75068807,118774.22902565,21039.24653744,2157.25520485,29.36483536
18047,164,11468.60067679,13705.84139022,129.98589307,317963.55753217,23286.57044858,2905.13443518,6.54239958
18048,164,12212.40615583,13376.26100084,114.7366051,165445.66250936,23403.73011507,2744.23351574,9.44715259
18049,164,12509.91835067,6591.77693001,118.35829385,113287.42420188,20755.98235913,1877.60247482,9.99133909
18050,164,13353.82677245,5608.4111635,129.67978667,77873.46278654,21314.81795687,2001.04150733,18.30968285
18051,164,14295.84715296,19274.05008433,115.75620198,105509.84240313,22264.04449287,2352.1823123,12.90114639
18052,164,15088.83792166,29378.42014759,139.73457192,143265.78765225,21587.08085706,1781.64596791,10.18758274
18053,164,15494.10833773,5363.05164892,93.53129036,43743.1068381,19533.47285382,2054.79474902,18.61722185
18054,164,15565.10511585,14797.72067556,113.43215884,98955.9568845,22061.72002478,2351.09516761,13.25298175
18055,164,15685.55079356,27421.32462882,109.24336644,85637.01412452,21644.0558002,2340.35072029,14.2444871
18056,164,15855.28338981,11739.89408955,142.99504542,291131.64285229,20336.13600073,2568.35371465,7.5453151
18057,164,15894.95154305,32200.34080778,123.72307807,93691.85779473,20736.52800975,2130.98811816,14.86259784
18058,164,16880.60027482,6136.79402233,120.07819185,72142.32975517,19710.77867434,2074.95342112,17.79116846
18059,164,17947.63951786,12458.96495107,125.91068911,108207.12300006,20144.49152219,1985.56120652,12.38585307
18060,164,18846.01329482,8987.7393721,128.71301014,99478.21289195,19448.20369567,2237.02991551,15.80371541
18061,164,19243.68431533,13911.1616114,230.59280626,263925.02471839,18846.56871714,2379.72260137,19.26922739
18062,164,19299.45272261,16378.6162393,116.64812136,82437.39503478,20492.89787326,2186.98575149,15.56656726
18063,164,19255.76344632,32058.84127751,146.83603622,123987.00978674,19475.81375968,2036.21988322,14.75722126
18064,164,19447.59450674,25083.51778679,110.49706539,50775.27784085,20172.83901539,2316.68044934,24.26776999
18065,164,20426.19183627,28243.93183548,143.0252896,81916.63777962,19993.95376175,2369.02739594,24.72608836
18066,164,20490.77849747,8779.21959056,123.23630988,123032.01761449,18947.72548893,1986.27869154,10.47733508
18067,164,20920.39920107,12440.73025242,106.95076975,81088.20108293,19650.59705618,1997.30937264,12.36288277
18068,164,22301.38989243,3155.93994657,102.20155789,77936.9669909,16668.85564586,1894.12115273,11.25346109
18069,164,22764.23360037,18520.95604919,119.8252974,184191.90322595,18901.47177109,1877.33985331,6.28826935
18070,164,23321.84355719,4486.66070021,132.19017289,91799.99493579,15578.20923093,1817.36999066,14.61968158
18071,164,23384.57242909,7330.25018574,127.2361352,51800.70616741,16840.89105055,2334.55432138,30.99518539
18072,164,23621.70453374,17032.18776218,107.66812615,142334.23037071,19413.14497651,2257.50709643,8.05897291
18073,164,23867.33858019,32272.89493658,128.72556796,160654.33022663,18082.57108462,2296.80768366,10.05235993
18074,164,25501.25288667,27613.1169763,124.82828962,275353.61639099,18416.54423969,2124.04003893,5.13043243
18075,164,26286.54085852,4089.91776844,89.93737522,49561.14184443,14565.51124005,1659.9939931,12.41517587
18076,164,26375.52276428,4891.23141869,71.49755467,31718.56965768,15233.77883907,1874.46875602,15.00377711
18077,164,26445.50158492,15321.34622807,119.00706141,86934.51820477,16585.24526133,1852.05576835,12.96825859
18078,164,27904.55637046,10881.01150733,129.11584215,76813.51785545,15290.82117933,2013.639769,18.52906826
18079,164,28139.14845547,15054.0633916,117.06776956,86801.84033024,16652.04021056,2173.30458582,14.78818807
18080,164,28266.08609487,4081.45012893,149.01991617,99481.78523867,13860.18749649,1786.50394508,16.59170451
18081,164,28839.39796757,29050.18083796,128.89150208,90759.28758762,16067.86793659,1922.28714303,14.92508687
18082,164,29708.76292248,1892.06815603,116.40078019,88315.00692009,13871.67834469,1982.01701337,13.12062966
18083,164,30112.94804703,5381.11201074,97.85066007,55796.37212608,13748.3039719,1819.97340228,13.98818709
18084,164,30441.66273081,26524.93896413,134.66834128,101479.63664815,15409.62781714,1788.6343718,13.4741016
18085,164,30555.68034205,12891.11436164,137.17412341,96334.13299531,14291.93184433,2217.21620431,18.20279473
18086,164,30834.09970737,7261.01475243,107.0680669,65598.89873188,14034.37422064,1615.689388,12.38892327
18087,164,31270.35010417,14205.91458513,113.21300258,66299.51703793,14601.12849538,1777.29592701,14.90287045
18088,164,31443.45725012,2970.17506409,113.19582469,68750.9321021,12875.12762675,1777.8659927,14.37258633
18089,164,31745.25258145,18763.74753593,115.33423829,150740.2807013,15901.4084581,2063.36544364,7.87390053
18090,164,31748.60018208,26604.95309332,188.286565,85368.20510366,14716.03426683,2281.40881738,38.54560604
18091,164,32080.76594657,4221.20224274,97.25315623,52539.46996878,13112.5057069,1797.87659869,14.51826747
18092,164,32292.7352389,5193.87165227,139.174346,97282.61275165,11986.27230422,1733.69410377,14.48520115
18093,164,32271.09187297,17189.26934641,148.57856414,70672.76376066,14873.92412634,1639.94094216,21.31726564
18094,165,496.8807239,17297.76871429,81.23264802,40209.05942868,23599.77760684,2480.26026223,19.24938854
18095,165,603.72390642,5992.53203253,124.52842489,131048.16161595,23737.21543636,3034.36421021,15.30855043
18096,165,895.49743079,23751.36674173,155.52106695,83743.47568816,23136.59039849,2293.96609817,27.4235463
18097,165,2153.63411868,9487.99983766,131.35295671,99040.24679205,23580.80432217,2479.52573786,18.26545951
18098,165,2278.4905067,14281.35845988,82.83574678,69430.0686343,23982.27657329,2166.09017339,10.06281494
18099,165,2651.40175036,18146.16581195,123.93024355,96559.32047558,23972.63704614,2443.72653982,16.58605143
18100,165,3385.65190641,22087.08592617,105.73454063,84719.11062298,25111.2579134,2063.38925987,11.97754084
18101,165,3746.48114542,21052.09636651,113.98250244,82977.51669341,24431.75501393,2289.69407236,15.52627561
18102,165,4021.71791657,29326.18932104,132.75057054,91448.53948097,22281.50119963,1999.25052706,16.26940407
18103,165,4286.24819489,13316.55383161,107.38023121,77042.97513328,23514.79605199,2131.45873629,13.98367169
18104,165,4527.1356353,3260.03570337,120.76600411,74703.4862904,22184.3770224,2509.74811898,20.99582799
18105,165,4814.34316233,24560.13760318,112.41123987,105384.56880391,23200.11184121,2130.11164162,11.09465989
18106,165,5209.4516625,16178.22147074,135.8893291,141494.90574915,22832.37945686,2029.11827775,11.14922608
18107,165,5768.58813142,1404.24108027,139.64736663,76529.86681402,20812.45730309,2174.91675474,23.23609273
18108,165,6577.66717318,24031.345742,124.97622714,116776.76189371,23126.56697266,2170.71200694,12.37536361
18109,165,7141.66406033,6751.3329768,127.54123904,79990.30432476,23228.31047117,2334.23682745,20.16149264
18110,165,8448.98451656,2029.5875737,94.39446427,52803.69893098,22221.04544092,2386.21734819,18.19628758
18111,165,8988.80667017,1192.35380114,131.11264579,52586.92949094,21953.882522,2388.89179739,33.02399871
18112,165,10024.50628465,6672.78932543,134.90690223,109289.76611295,22588.73612064,2591.32597596,18.17765414
18113,165,10854.79891433,17390.04590046,138.78942774,93513.68016188,22298.54078039,2559.53879288,22.12164374
18114,165,11472.95469924,13705.10584889,111.86227442,274324.35953857,24955.51768802,2697.8308032,5.35374804
18115,165,12223.45430652,13372.57184368,127.97601766,195061.86662693,22984.67694004,2834.37241194,10.10547393
18116,165,12515.10812153,6602.10323881,101.65540116,77039.07806917,21818.96207929,2252.55804568,13.4073413
18117,165,12640.75681309,8160.5897709,145.29710082,66640.62594346,21284.38863082,2340.49343536,30.92710807
18118,165,13321.35649563,5652.6640945,125.0065026,92607.14457083,20725.1354048,2166.89067596,15.5821072
18119,165,14279.29505398,19298.58321725,130.15487735,124846.95910478,22220.85632871,2388.22110654,13.72397183
18120,165,14604.23704064,8776.3337376,105.63413221,82069.25192599,21968.14807265,2089.78227614,12.50064607
18121,165,15110.44631204,29367.10668263,119.04279668,99484.98879974,22546.65797234,2749.57866257,16.82584485
18122,165,15577.24035865,14797.39783436,124.87891085,132340.41627299,21537.9704752,2022.8795778,10.16425335
18123,165,15680.33235933,27413.2579131,129.47482091,110457.51632834,20716.49874684,2356.04514523,15.15439792
18124,165,15837.62549869,11744.91422023,147.60609823,285056.27724837,21154.01184797,2494.17393809,7.94308067
18125,165,15891.55091801,32211.16230069,113.42671312,89208.36937604,20682.63109979,2395.43820101,14.97569885
18126,165,16915.58103131,6162.36160577,100.22469194,73132.32837393,19938.28986593,2788.47810785,17.04766041
18127,165,17951.41090153,12437.71795575,97.35312721,83122.59275859,19679.12901827,1970.21289754,10.07694003
18128,165,18824.84415497,9003.04551932,97.77307566,66447.12573071,20472.36710036,2004.0499825,12.91592944
18129,165,19260.27850899,13808.30084422,143.25259487,93370.27455565,20095.65400939,2004.35046561,18.41240375
18130,165,19297.45716068,16330.65850088,143.79632879,100401.87281084,19485.21441219,2031.30310559,17.47730927
18131,165,19229.08630785,32039.1524108,132.68723718,120855.59537063,18816.21911654,2378.13556416,14.63010453
18132,165,20445.71315945,21561.57012718,103.40571883,46073.45670961,18890.9595555,2037.87726703,20.89957243
18133,165,20503.17773598,8748.39964084,120.9965809,127708.798904,18649.5758271,2013.87315855,9.89613109
18134,165,20898.25524028,12458.33471626,121.50734111,105022.12153619,19019.03853174,1957.65241363,11.78669857
18135,165,21452.02047557,27971.94871436,110.55999992,45042.8983564,18351.37786018,2299.12771185,27.175704
18136,165,22290.37392778,3171.79550128,142.82740387,114001.44373379,15802.28428067,1951.95412222,14.60695831
18137,165,22746.36951885,18514.59305816,124.25506849,200452.23194534,18610.53550476,2542.79225357,8.35766196
18138,165,23329.51987998,4466.28627673,124.83917767,75469.40331888,15673.75603931,2036.31131716,17.92322451
18139,165,23390.27466825,7336.80727839,131.66013348,74777.22904006,15873.51308492,1901.084021,18.63134795
18140,165,23638.51311306,17033.93678269,126.29064412,180094.36957163,19303.05521707,2191.91227566,8.26360108
18141,165,23843.52104187,32294.40334486,113.23076369,135107.16532559,17929.30082686,2278.30790693,9.37914547
18142,165,25482.82202881,27596.20209889,124.05593527,265828.22798003,17833.45436833,2559.01196826,6.32580067
18143,165,26286.86772746,4123.9994685,171.79451986,93513.62336138,13355.50716269,1806.61841533,23.3767676
18144,165,26489.4900456,15338.09400985,201.11049155,160170.23233605,17121.0584224,2207.40652176,22.57815522
18145,165,27054.4428091,15365.306116,114.33754476,95575.04481907,18382.98775728,2413.8401377,14.29116296
18146,165,27930.94885654,10919.11050853,133.94519341,68941.38394427,15494.00354131,1729.22156778,18.9791095
18147,165,28076.85211341,16474.16703071,99.23668402,52079.47660868,15943.78519079,1803.87471656,15.22389966
18148,165,28277.88613662,4072.70832964,136.21584427,58470.63171387,13659.31301516,1792.41042388,23.92883561
18149,165,28160.64540887,15062.50615356,94.28852665,59222.46821722,16579.46787989,2099.81385959,14.25227038
18150,165,28797.69471501,29018.38111691,115.20308018,72182.99464224,16411.30879207,1611.06152612,12.80855894
18151,165,29729.25903284,1894.03454338,125.60773339,67930.79301956,13055.41043175,1495.51832487,14.79586124
18152,165,30091.84213649,5378.2590856,163.68288376,108167.80246279,12619.86291411,1692.78892381,17.27154864
18153,165,30445.11920424,26507.69754416,95.37022981,54896.70783786,16124.57079134,2064.8881823,15.42136645
18154,165,30530.23199033,12870.32320178,110.21635693,70893.00920516,14568.616965,1828.29682568,13.66102258
18155,165,30826.3091329,7258.77874092,96.11167535,46552.9469224,14138.46680322,2037.0528579,18.18195766
18156,165,31431.57534834,2993.47422199,102.62679466,55766.74162209,12683.89236266,1297.44271374,10.85809278
18157,165,31738.97753703,18760.21935102,124.47190254,159175.79667986,15806.48031054,1646.87352029,6.84468727
18158,165,31762.39303079,26676.5109267,211.919329,150893.20693835,13927.73530456,2004.60061979,24.08861398
18159,165,32077.61626017,4206.22092036,127.05968516,85718.04684441,11993.10419399,1916.49962898,15.34411674
18160,165,32224.61747076,17187.02231894,157.19336942,66305.35289675,15396.21165926,1725.51198013,26.58957576
18161,165,32269.29649131,5211.10635502,110.88874698,75191.35095107,12367.89246165,1565.42841759,11.1537335
18162,166,603.33432843,6031.6893757,114.54604351,117156.93089477,22996.35401671,2333.65015735,11.31067671
18163,166,517.74857893,17365.57616211,116.94155715,52680.76952588,24995.1726722,2295.56535941,25.67881542
18164,166,921.26592958,23787.70985498,199.30583646,126953.43115727,22242.42534126,2707.00924419,34.3220883
18165,166,2145.86126985,9496.54436777,116.36296532,67988.51274905,23951.74914991,2633.86067963,22.62442889
18166,166,2262.29574723,14294.65757542,125.00716177,102266.58411218,23842.35241329,2298.61729984,14.96806264
18167,166,2617.79538277,18136.90531212,141.6193299,84571.33850267,24515.41304982,2629.94649502,26.09869255
18168,166,3386.83136432,22102.96242239,116.31860908,83186.17414474,23871.74749393,2107.0427917,14.78722424
18169,166,3761.99767742,21039.8146006,155.95657482,83442.47088412,23928.9845865,2023.73028205,24.41145592
18170,166,4018.56349156,29305.31027967,111.31512008,104913.78102058,22995.46211951,2336.43295877,12.00805001
18171,166,4289.78578763,13293.13249779,111.46346555,78731.898825,23712.16489902,2629.76249396,18.04769358
18172,166,4497.85270632,3306.03934613,150.67504756,99263.0575687,21437.02810266,1901.40064417,18.0682827
18173,166,4809.94024339,24548.81815919,117.35250834,94206.27578449,24248.62240781,2649.03505386,16.67900881
18174,166,5045.19011712,10468.24892557,128.06857128,105697.20987373,22811.0973852,2281.13676379,15.0274499
18175,166,5249.02558195,16162.1264413,119.39184517,104580.23872322,23569.89216629,2452.05552692,14.35269615
18176,166,6543.51098004,24028.15740133,119.28525826,129536.86058952,23711.35431792,2469.10009196,11.65065387
18177,166,7127.92914696,6715.81696812,130.32489286,59665.9835274,23218.99067481,2789.92248126,33.61322449
18178,166,8443.84490753,2003.75804122,105.22347195,74262.36515172,21791.54504748,2063.16185596,13.54377327
18179,166,9641.88302944,1768.55687149,62.87718241,28593.45733721,20978.3639352,2029.70367881,14.79825941
18180,166,10056.26218616,6655.97166564,123.25379242,89085.49451132,22690.78884202,2455.64768425,17.88387886
18181,166,10514.96526332,576.9168583,111.80544953,50064.22929974,20076.20838758,1760.0926249,19.10486825
18182,166,10851.9949397,17365.15016001,134.07781743,108248.75055938,21755.92720415,2492.04778607,17.4488502
18183,166,11458.11468944,8839.76315439,173.71331185,89254.31984639,20706.0358644,1870.68801244,25.90369731
18184,166,11458.63077476,13716.18959422,127.06503923,292757.08858872,24767.49994415,2645.61242294,6.20600965
18185,166,12199.80663214,13361.82079517,125.37063972,176949.58218162,23417.33132345,2502.67792201,9.47178923
18186,166,12517.55442351,6624.1330564,111.30570802,95257.81089369,20519.20492818,2021.65756231,11.44364219
18187,166,13030.0094669,25165.66518361,159.82239819,66618.44122868,21168.81611808,2191.70599792,34.68265238
18188,166,13314.07201488,5609.51527895,139.90688093,105274.38052666,20353.980486,2163.10567893,16.86110283
18189,166,14320.33379192,19244.71674731,95.34920719,84389.57577233,21778.0504694,2922.67067767,14.1914965
18190,166,15109.74618254,29367.81548228,149.17680389,150361.75449393,20907.53638414,1945.70257955,11.98167097
18191,166,15575.81800192,14791.10947214,98.45534726,96341.722251,22929.88177894,2572.12831561,11.57213973
18192,166,15669.68800121,27427.07223534,94.4920425,68570.33362372,21762.27633792,2045.62223784,12.03845906
18193,166,15834.6237296,11758.09509422,133.8743069,232229.01692746,22450.87503083,2652.43626385,8.63636773
18194,166,15865.84964847,32224.02541952,127.60009901,122182.02721433,20284.74534417,2601.00251804,14.72191646
18195,166,16918.37740896,6157.40963912,97.83017647,61174.74123512,20314.71062386,2279.85692529,15.97227722
18196,166,17975.44296276,12432.87251432,108.37943327,91667.73263836,19932.92139138,2454.46401374,13.7588008
18197,166,18785.6627567,9022.11769036,114.56538429,72416.48900301,19427.75430724,2253.14869604,17.66791334
18198,166,18964.50364148,22168.75113571,135.57558874,64378.61959761,20043.61267295,2171.64454793,26.09785271
18199,166,19307.01016278,13827.65758472,127.77588547,126998.53098096,20062.13520603,2370.35391505,12.94225956
18200,166,19313.26819919,16325.22822231,109.31763262,85340.94569948,19938.41823276,2231.40207166,13.6459698
18201,166,19216.59461163,32053.52726452,96.49990431,88869.11743573,19483.4902664,2214.26083005,10.42965223
18202,166,20499.57514446,8760.00974249,103.48211226,126307.35356191,19186.75617892,2286.31537811,8.56933856
18203,166,20926.31754676,12417.15982132,119.26076717,90433.68016566,19211.0116869,1973.89344113,13.33724788
18204,166,21517.38819646,28045.06436724,177.84565342,98829.89859447,17706.10495986,1802.78934688,23.58465525
18205,166,22307.9225237,3128.26978915,146.6880749,133491.85790139,16630.44306824,2102.11004146,14.12332988
18206,166,22761.73586879,18521.16670523,125.38560154,200603.88020272,18986.97633084,2177.07403758,7.27284315
18207,166,23353.9028577,4450.58688713,94.23686179,72436.50694786,16927.4337426,2061.08551729,11.42881276
18208,166,23441.26494256,7332.07516585,130.84363083,75803.09822633,16272.89818318,2068.25327088,19.7645451
18209,166,23630.70493952,17023.95821845,122.20253403,132610.19314819,18936.21443935,2385.04102775,11.49025432
18210,166,23848.89775173,32285.70069612,120.10195394,155074.3171854,18145.53863138,2579.02130248,10.29339041
18211,166,25504.38578797,27605.87765372,114.65673306,255749.1049352,18407.17429235,1739.40658168,3.87803082
18212,166,26277.81383387,4121.32889489,93.29649637,47960.27723425,15027.52956721,1822.21619973,14.99634323
18213,166,26294.60696611,4909.67634174,102.20050789,48958.71326636,15285.6694391,1971.19002234,18.63486158
18214,166,26457.18415581,15325.03733804,147.71481807,101194.02474091,16111.08287942,2317.12384853,20.80212921
18215,166,27168.75195165,22804.46106269,119.23483263,53186.36607707,17272.29057455,2170.49559374,24.91578146
18216,166,27919.50663558,10913.64160693,116.06914954,77417.58075209,14932.83840495,2004.515037,15.05741599
18217,166,28264.7869915,4014.68986046,141.05004186,60707.19483271,14030.08270933,2002.6522888,27.48018896
18218,166,28161.00577325,15055.85269707,117.29000192,72528.10902703,15931.4343023,1908.59085568,15.5973759
18219,166,28853.85002515,29036.40126558,119.08572503,88648.43230003,16642.95340674,2536.13468637,17.42868979
18220,166,29715.9247819,1896.00844133,132.85420036,98238.03557483,13519.67071305,2121.77254564,16.09591237
18221,166,30119.4337081,5385.54855044,120.17368822,85508.63867583,13035.00087259,2018.75848503,14.62701118
18222,166,30443.94778596,26499.1498095,119.12169225,90505.47234994,16242.1013874,2028.08306653,13.66284241
18223,166,30518.04389276,12874.68559809,110.14114266,70875.49945214,14449.0145659,1615.73721878,12.06390974
18224,166,30836.50329377,7280.86435007,139.9471594,76953.14504263,13668.30354712,1632.96107348,17.42557866
18225,166,30985.75656759,17640.04503525,119.27229979,56151.60034246,15290.6699797,1527.13750571,16.62182499
18226,166,31465.3655034,3006.22939581,125.12280068,69906.97058152,12682.22342596,1814.68748583,17.31724342
18227,166,31704.86940399,26672.13886679,110.60220087,47727.36130452,15245.3446553,1883.54594995,21.02996043
18228,166,31766.81994435,18824.85738683,134.21836265,207833.90731003,16184.64692948,2606.45954283,9.52746099
18229,166,32046.35909003,4211.31435169,154.67648549,118112.06125336,11935.49464106,1770.93836811,14.86380592
18230,166,32251.54983275,5217.46839953,113.94219767,60316.28321018,13322.77089915,1732.64494555,16.15545401
18231,166,32271.13943871,17140.95402089,150.51997659,64048.49093293,14640.4874046,1525.54729786,22.42359503
18232,167,503.87752819,17330.78901213,130.71050077,67821.13076715,23803.42387847,2076.91198931,22.14004921
18233,167,618.23119709,6014.16302613,122.06704756,134872.50314018,23198.77556371,2545.16081605,12.03049542
18234,167,886.28097082,23710.49155929,117.76301623,105570.55221345,24387.22390517,2976.3705085,16.82835623
18235,167,2156.58630721,9500.97314094,112.73070633,74467.45387742,24092.92602225,2776.08036614,20.55629541
18236,167,2291.7028987,14295.58472829,127.18594225,90823.49576487,24163.17077579,2400.65257182,18.1688384
18237,167,2652.15166588,18125.98248802,114.88991351,67031.19232128,24610.40615384,2784.99755461,23.70895507
18238,167,3252.03863433,15163.67142318,142.98076206,103627.15592272,22659.99359072,2398.59858531,19.77997883
18239,167,4018.77729592,29344.7023943,128.94685373,85471.27434178,23281.84764938,2890.15255823,23.83649736
18240,167,4290.97659699,13264.74980209,132.35812227,102171.60029432,22897.00625932,2150.23219077,15.57549327
18241,167,4820.17188452,24570.5776977,91.80841534,79244.32789541,23494.13779793,2162.08938581,10.47607347
18242,167,5075.7531318,10419.50254048,103.98509997,92183.13029181,24139.24323528,2301.16327199,11.91613362
18243,167,5235.83293743,16186.67960879,117.49613493,117660.87024713,24178.46939974,1953.89662617,9.87812766
18244,167,5763.30415001,1379.56901673,77.25216111,45384.12227113,21840.4644446,2027.64101454,12.84268306
18245,167,6570.38474501,24051.66930227,146.74082128,167009.98766207,22807.97631399,2544.0345035,13.6698582
18246,167,7071.721411,6675.86715185,139.27444865,94047.75157222,22621.88108384,2668.59566261,23.0824498
18247,167,8447.6768013,2015.74713357,115.59148856,85377.39271639,21367.51787618,2400.90556959,16.22897974
18248,167,9045.95271031,1134.18470591,137.04170397,58262.28653262,21220.6573195,2313.74470583,31.3438305
18249,167,10062.83384321,6673.84439895,108.96085652,88041.34791844,23645.23112758,2644.82245437,15.58350972
18250,167,10410.13354526,28373.13945702,120.97732899,50174.77427793,21558.71570617,2282.3828638,28.51684145
18251,167,10818.12268476,17336.86416018,93.66440099,39430.5375669,22664.57470622,2191.29512363,22.077057
18252,167,11466.6460786,13714.01733679,117.54257783,284691.55143656,24904.35659034,2760.74553004,5.77394444
18253,167,12212.0028648,13374.93966249,122.57354695,185975.50508014,23424.08481426,2427.32712517,8.38717805
18254,167,12522.98386507,6604.55663003,130.50097324,107934.27220288,20784.29252509,3066.40715532,20.47626301
18255,167,12919.35620052,25221.50080798,134.78145289,59589.92372682,21328.11181425,2027.25119985,26.03495229
18256,167,13305.04701112,5589.41755668,118.16439695,80883.47023763,20811.73993088,2415.3036625,17.93619606
18257,167,14288.64869557,19287.70361091,112.47134575,93708.91001799,21630.12475761,2078.40909328,12.18515597
18258,167,15131.59970992,29370.18863235,123.9970849,126513.18489112,20393.35779262,1992.18597505,10.33558075
18259,167,15565.64412426,14802.80065648,126.04312271,144041.20963856,22154.73166249,2171.39009843,10.19607419
18260,167,15686.09310005,27422.22261987,114.98785903,89426.68161142,21213.06385237,2662.08710578,17.01594668
18261,167,15845.31748762,11752.01703113,124.35501518,257885.94704622,21253.22533198,2661.89213312,6.81186217
18262,167,15881.98836989,32243.89311579,133.99462482,121809.64882657,19351.12508797,2341.95346666,14.55756749
18263,167,16916.60221611,6128.26062701,86.39109502,71360.14180449,19369.28536921,2049.3534851,9.94111342
18264,167,17967.38750691,12445.93966625,109.95857519,66607.8815428,20272.00889198,2882.42177012,22.8143927
18265,167,18846.92605211,8958.3388434,141.4335853,100151.47907956,18644.03105502,2119.26917854,17.72028435
18266,167,19244.42079827,32066.92915827,138.31164714,117450.70461238,18505.56339452,1913.50103652,13.08935339
18267,167,19358.11838248,13848.11685511,111.31928602,65312.44277615,20472.81973988,2311.3168523,19.07751821
18268,167,19354.02550094,16333.44674147,158.27493466,128288.63604974,18928.04483056,2563.99548129,20.68660624
18269,167,20496.27112445,8764.18884371,97.81137662,81664.2869572,19262.32073665,2332.33953154,12.23817184
18270,167,20918.75549738,12438.30188427,115.93519193,95048.22698953,18593.12697282,2029.44688288,12.39271546
18271,167,21496.70852976,28029.5134754,62.04539005,31992.17099923,19775.72350164,2006.71488267,12.82244868
18272,167,22769.09398539,18506.71416222,102.13408793,167231.60960659,19370.85569658,1928.09611406,5.33826436
18273,167,23325.37525252,4455.57104529,127.41364114,88323.31664488,16242.4401431,2035.84482753,15.89914104
18274,167,23428.10163689,7345.21106636,94.45989738,37083.50277149,16940.64517583,1741.73681376,18.93781314
18275,167,23641.04976141,17028.21113937,123.09507693,136444.9472615,18457.64667783,2338.71343703,11.09799416
18276,167,23609.74095734,24711.23368512,107.63543606,46909.24138722,19442.32310294,2393.86833031,25.89395647
18277,167,23857.6471797,32294.76765419,138.28664768,170428.23726931,17882.87862604,2519.74326888,11.87276365
18278,167,25502.02080384,27609.89834941,121.46327989,287454.00395381,19200.01380977,2303.65860551,5.06872692
18279,167,26301.64792232,4150.89368004,124.23806367,51842.37115438,14675.36358507,1842.58130472,23.39869601
18280,167,26332.98940487,4926.25732962,131.8384338,54984.20805085,14944.62203879,2476.71236266,33.08171637
18281,167,26428.91874437,15356.21822419,103.13464106,70298.93177876,16788.24325991,2132.82538617,14.27197917
18282,167,27958.62370636,10911.98793298,110.4168312,54821.48918622,15968.94562436,1865.97854112,18.08491705
18283,167,28150.77888796,15046.10591176,107.72401719,72604.86583581,16792.74678662,1830.34068301,12.81777617
18284,167,28277.46288545,4093.83344665,107.41311761,76711.12726132,14348.31656411,2177.59994335,14.35555918
18285,167,28816.03592781,29010.73367872,127.57932989,83687.73046614,16425.17455176,2048.58063506,16.92456555
18286,167,29706.34743274,1916.62182395,105.15467666,115058.50346101,14354.59513681,1707.88804384,7.2349768
18287,167,30075.78661077,5408.25344547,117.53131587,53985.08149196,14565.67291807,1780.24244857,19.61678687
18288,167,30447.93883904,26509.91636064,112.75221938,79386.44236894,16244.00015591,1644.16343534,11.4331301
18289,167,30524.50194199,12926.13791201,121.07238911,83592.26162341,15336.2238697,2196.84265297,16.50330436
18290,167,30824.20088254,7223.20494877,128.66017374,81874.10422646,13388.446595,1959.12761509,16.80435511
18291,167,31001.85380109,17641.10987895,140.62853197,70076.4549121,15724.99007288,2187.12125431,25.85343945
18292,167,31731.45114605,26571.55184834,116.14957585,59780.99212219,14830.38127009,1802.29147901,17.55393753
18293,167,31750.06853865,18755.41744357,121.71512278,170330.41673507,15808.32148437,2365.23658493,8.80891542
18294,167,31824.86369786,30710.03455607,101.36182984,38143.41357515,15026.4835033,1705.93617738,20.40146813
18295,167,32092.88009185,4208.2594706,117.75780026,66513.08499091,12935.31701206,1438.18845977,12.91491808
18296,167,32252.49324775,5206.86672404,126.77595613,71040.98398914,13302.29900914,1858.21171861,17.87576795
18297,168,625.51512102,6007.97536788,130.45064049,142351.69117351,22995.32580488,2073.35321489,10.49698954
18298,168,540.83560349,17317.22995671,106.23066151,52745.53802812,24103.51837884,2219.71084895,20.86053233
18299,168,871.41825385,23739.15976941,166.58331114,101918.14611844,23947.3108163,2080.93717972,23.29348195
18300,168,2165.08522948,9492.25379876,145.07502276,101815.80534058,23943.62977379,2648.73229828,22.84397623
18301,168,2213.88583887,14285.44570599,136.17532118,103319.35467206,23877.95074869,2049.31873754,15.47699748
18302,168,2657.19370211,18148.22824018,108.68103574,69867.27202464,24171.31776482,2288.8369527,16.91643017
18303,168,4008.55976108,29328.47158559,135.05420723,95548.01417131,22689.85296021,2151.73087343,17.30201434
18304,168,4274.20030085,13283.73776636,131.57528078,109683.47489838,24357.64502175,3114.62479294,20.77958451
18305,168,4509.53176084,3291.78174379,84.39582171,35085.11789888,23205.13661211,2455.1033191,23.27165094
18306,168,4784.41931113,22956.14584662,154.35444462,62784.86201989,22886.89930842,3050.07745024,47.93686263
18307,168,4792.72796455,24561.8247696,120.16715557,91164.46952575,23763.88979871,2772.23900881,18.83232511
18308,168,5084.09220273,10458.87790965,129.76784842,106955.92926703,23355.14048212,2454.60902477,16.37247164
